freq,mag,db
4952.15,1.37515,2.767
4952.35,1.37518,2.76718
4952.55,1.37514,2.76693
4952.76,1.37511,2.76676
4952.96,1.37513,2.76691
4953.16,1.37508,2.76654
4953.35,1.375,2.76608
4953.56,1.37498,2.76596
4953.76,1.3749,2.76542
4953.96,1.3748,2.76477
4954.16,1.37477,2.76463
4954.35,1.37471,2.76425
4954.56,1.37464,2.76378
4954.75,1.37465,2.76387
4954.96,1.37464,2.7638
4955.15,1.37459,2.76349
4955.35,1.37462,2.76363
4955.55,1.37461,2.76356
4955.76,1.37453,2.76307
4955.95,1.3745,2.76291
4956.16,1.37446,2.76263
4956.35,1.37434,2.76191
4956.56,1.37429,2.76158
4956.75,1.37425,2.76134
4956.96,1.37416,2.76075
4957.16,1.37413,2.76058
4957.35,1.37414,2.76065
4957.56,1.37409,2.76032
4957.75,1.37409,2.76028
4957.96,1.37411,2.76044
4958.15,1.37405,2.76007
4958.35,1.37401,2.75979
4958.55,1.374,2.75973
4958.76,1.3739,2.75913
4958.95,1.37382,2.75858
4959.16,1.37379,2.75841
4959.35,1.3737,2.75786
4959.56,1.37363,2.7574
4959.75,1.37364,2.75745
4959.96,1.3736,2.75722
4960.16,1.37356,2.75696
4960.35,1.37359,2.75716
4960.56,1.37357,2.75704
4960.75,1.37351,2.75666
4960.96,1.37351,2.75666
4961.15,1.37346,2.75634
4961.35,1.37336,2.75567
4961.55,1.37332,2.75543
4961.75,1.37326,2.75506
4961.95,1.37316,2.75439
4962.16,1.37313,2.75425
4962.35,1.37312,2.75416
4962.56,1.37305,2.75375
4962.75,1.37306,2.7538
4962.96,1.37308,2.75392
4963.16,1.37302,2.75356
4963.35,1.37301,2.75347
4963.56,1.373,2.75343
4963.75,1.37291,2.75284
4963.96,1.37285,2.75243
4964.15,1.37281,2.75222
4964.35,1.37271,2.75156
4964.55,1.37264,2.75113
4964.75,1.37263,2.75108
4964.95,1.37257,2.75069
4965.16,1.37254,2.75047
4965.35,1.37257,2.75068
4965.56,1.37254,2.75048
4965.75,1.3725,2.75024
4965.96,1.37252,2.75035
4966.15,1.37246,2.75
4966.35,1.37238,2.74946
4966.56,1.37235,2.74931
4966.75,1.37227,2.74881
4966.96,1.37217,2.74815
4967.15,1.37215,2.748
4967.35,1.3721,2.74772
4967.55,1.37203,2.74727
4967.75,1.37204,2.74736
4967.95,1.37204,2.74736
4968.16,1.37199,2.74704
4968.35,1.372,2.74711
4968.56,1.372,2.74706
4968.75,1.37191,2.74653
4968.96,1.37188,2.7463
4969.15,1.37184,2.74604
4969.35,1.37172,2.74532
4969.55,1.37166,2.74495
4969.75,1.37164,2.74478
4969.96,1.37155,2.74424
4970.15,1.37152,2.74406
4970.35,1.37154,2.74419
4970.55,1.3715,2.7439
4970.75,1.37148,2.74381
4970.95,1.37151,2.74397
4971.16,1.37145,2.7436
4971.35,1.37139,2.74324
4971.56,1.37138,2.74316
4971.75,1.37129,2.74258
4971.96,1.3712,2.74199
4972.15,1.37117,2.74183
4972.35,1.3711,2.74136
4972.55,1.37102,2.74089
4972.75,1.37103,2.74097
4972.96,1.37101,2.74081
4973.15,1.37097,2.74053
4973.35,1.37099,2.74071
4973.55,1.37098,2.74062
4973.75,1.37091,2.74019
4973.95,1.3709,2.74013
4974.16,1.37085,2.73983
4974.35,1.37074,2.73913
4974.56,1.3707,2.73885
4974.75,1.37065,2.73854
4974.96,1.37055,2.7379
4975.15,1.37053,2.73775
4975.35,1.37052,2.73773
4975.55,1.37046,2.73736
4975.75,1.37047,2.73738
4975.96,1.37049,2.73752
4976.15,1.37043,2.73716
4976.35,1.37041,2.737
4976.55,1.3704,2.73695
4976.75,1.37031,2.73635
4976.95,1.37023,2.73589
4977.16,1.3702,2.7357
4977.35,1.3701,2.73507
4977.56,1.37003,2.73463
4977.75,1.37003,2.73463
4977.96,1.36998,2.7343
4978.15,1.36995,2.73407
4978.35,1.36998,2.73428
4978.55,1.36995,2.73411
4978.75,1.36991,2.73383
4978.95,1.36992,2.73391
4979.15,1.36987,2.73356
4979.35,1.36977,2.73298
4979.55,1.36974,2.73279
4979.75,1.36967,2.73234
4979.95,1.36957,2.73167
4980.15,1.36955,2.73153
4980.35,1.36951,2.73132
4980.56,1.36944,2.73088
4980.75,1.36946,2.73097
4980.96,1.36946,2.73102
4981.15,1.36941,2.73068
4981.35,1.36942,2.73071
4981.55,1.36941,2.73067
4981.75,1.36932,2.73011
4981.95,1.36928,2.72982
4982.15,1.36924,2.72958
4982.35,1.36913,2.72887
4982.55,1.36907,2.72848
4982.75,1.36905,2.72836
4982.95,1.36897,2.72786
4983.15,1.36894,2.72768
4983.35,1.36896,2.72784
4983.56,1.36892,2.72758
4983.75,1.3689,2.72744
4983.96,1.36893,2.7276
4984.15,1.36887,2.72724
4984.35,1.3688,2.72682
4984.55,1.36879,2.72672
4984.75,1.3687,2.72617
4984.95,1.3686,2.72555
4985.15,1.36858,2.7254
4985.35,1.36851,2.72498
4985.55,1.36844,2.72451
4985.75,1.36845,2.7246
4985.95,1.36844,2.7245
4986.15,1.36839,2.72421
4986.35,1.36842,2.72437
4986.56,1.3684,2.72429
4986.75,1.36833,2.72383
4986.96,1.36832,2.72373
4987.15,1.36827,2.72344
4987.35,1.36816,2.72273
4987.55,1.36811,2.72243
4987.75,1.36807,2.72216
4987.95,1.36797,2.72154
4988.15,1.36795,2.72139
4988.35,1.36795,2.72141
4988.55,1.3679,2.72106
4988.75,1.36789,2.72105
4988.95,1.36792,2.72121
4989.15,1.36786,2.72085
4989.35,1.36783,2.72064
4989.56,1.36782,2.72059
4989.75,1.36773,2.72
4989.96,1.36765,2.7195
4990.15,1.36762,2.71932
4990.35,1.36753,2.71873
4990.55,1.36746,2.71828
4990.75,1.36746,2.7183
4990.95,1.36742,2.71801
4991.15,1.36738,2.71777
4991.35,1.36741,2.71799
4991.55,1.36739,2.71784
4991.75,1.36734,2.71752
4991.95,1.36735,2.71758
4992.15,1.3673,2.71725
4992.35,1.3672,2.71663
4992.56,1.36717,2.71643
4992.75,1.3671,2.716
4992.96,1.36699,2.71534
4993.15,1.36697,2.7152
4993.35,1.36695,2.71503
4993.55,1.36688,2.71461
4993.75,1.36689,2.71468
4993.95,1.3669,2.71476
4994.15,1.36685,2.71442
4994.35,1.36685,2.71441
4994.55,1.36684,2.71438
4994.75,1.36675,2.71381
4994.95,1.3667,2.71349
4995.15,1.36667,2.71326
4995.35,1.36656,2.71256
4995.56,1.3665,2.71217
4995.75,1.36648,2.71207
4995.96,1.36641,2.7116
4996.15,1.36638,2.71141
4996.35,1.3664,2.71158
4996.55,1.36637,2.71134
4996.75,1.36634,2.71119
4996.95,1.36636,2.71133
4997.15,1.36631,2.71098
4997.35,1.36624,2.71054
4997.55,1.36622,2.71042
4997.75,1.36614,2.70988
4997.95,1.36604,2.70926
4998.15,1.36601,2.70911
4998.35,1.36595,2.70872
4998.56,1.36588,2.70826
4998.75,1.3659,2.70836
4998.96,1.36588,2.70828
4999.15,1.36584,2.70798
4999.35,1.36586,2.70813
4999.55,1.36585,2.70806
4999.75,1.36578,2.70759
4999.95,1.36576,2.70746
5000.15,1.36571,2.70718
5000.35,1.3656,2.70647
5000.55,1.36555,2.70616
5000.75,1.36551,2.70591
5000.95,1.36542,2.7053
5001.15,1.36539,2.70515
5001.35,1.3654,2.70519
5001.55,1.36535,2.70486
5001.75,1.36534,2.70484
5001.96,1.36537,2.705
5002.15,1.36531,2.70464
5002.35,1.36528,2.70441
5002.55,1.36527,2.70436
5002.75,1.36518,2.70377
5002.95,1.3651,2.70326
5003.15,1.36507,2.70308
5003.35,1.36498,2.70251
5003.55,1.36491,2.70206
5003.75,1.36491,2.70209
5003.95,1.36487,2.70182
5004.15,1.36483,2.70158
5004.35,1.36486,2.70179
5004.55,1.36484,2.70166
5004.75,1.36479,2.70133
5004.96,1.3648,2.70137
5005.15,1.36475,2.70105
5005.35,1.36465,2.70043
5005.55,1.36462,2.70022
5005.75,1.36455,2.6998
5005.95,1.36445,2.69914
5006.15,1.36443,2.699
5006.35,1.3644,2.69885
5006.55,1.36434,2.69843
5006.75,1.36435,2.69851
5006.95,1.36436,2.69859
5007.15,1.36431,2.69825
5007.35,1.36431,2.69824
5007.55,1.3643,2.6982
5007.75,1.36421,2.69764
5007.95,1.36416,2.69731
5008.15,1.36413,2.69708
5008.35,1.36402,2.69639
5008.55,1.36395,2.69599
5008.75,1.36394,2.6959
5008.95,1.36387,2.69544
5009.15,1.36384,2.69525
5009.35,1.36387,2.69543
5009.55,1.36383,2.6952
5009.75,1.3638,2.69504
5009.95,1.36383,2.69518
5010.15,1.36377,2.69483
5010.35,1.3637,2.69438
5010.55,1.36368,2.69427
5010.75,1.3636,2.69374
5010.95,1.3635,2.69311
5011.15,1.36348,2.69296
5011.35,1.36342,2.69258
5011.55,1.36335,2.69213
5011.75,1.36336,2.69222
5011.95,1.36335,2.69215
5012.15,1.3633,2.69185
5012.35,1.36333,2.692
5012.55,1.36332,2.69194
5012.75,1.36324,2.69146
5012.95,1.36322,2.69134
5013.15,1.36318,2.69106
5013.35,1.36307,2.69035
5013.55,1.36302,2.69004
5013.75,1.36298,2.68979
5013.95,1.36289,2.68919
5014.15,1.36286,2.68904
5014.35,1.36287,2.68908
5014.55,1.36282,2.68875
5014.75,1.36281,2.68873
5014.95,1.36284,2.68889
5015.15,1.36278,2.68854
5015.35,1.36275,2.68831
5015.55,1.36274,2.68826
5015.75,1.36265,2.68767
5015.95,1.36257,2.68717
5016.15,1.36254,2.68699
5016.35,1.36245,2.68642
5016.55,1.36238,2.68597
5016.75,1.36239,2.686
5016.95,1.36234,2.68573
5017.15,1.36231,2.68549
5017.35,1.36234,2.68571
5017.55,1.36232,2.68557
5017.75,1.36227,2.68525
5017.95,1.36228,2.6853
5018.15,1.36222,2.68497
5018.35,1.36213,2.68436
5018.55,1.3621,2.68415
5018.75,1.36203,2.68374
5018.95,1.36193,2.68308
5019.15,1.36191,2.68294
5019.35,1.36188,2.68278
5019.55,1.36181,2.68236
5019.75,1.36183,2.68244
5019.95,1.36184,2.68252
5020.15,1.36179,2.68219
5020.35,1.36179,2.68218
5020.55,1.36178,2.68215
5020.75,1.36169,2.68159
5020.95,1.36164,2.68127
5021.15,1.36161,2.68105
5021.35,1.3615,2.68035
5021.55,1.36144,2.67996
5021.75,1.36142,2.67986
5021.95,1.36135,2.67939
5022.15,1.36132,2.67921
5022.35,1.36135,2.67938
5022.55,1.36131,2.67914
5022.75,1.36129,2.67899
5022.95,1.36131,2.67915
5023.15,1.36126,2.6788
5023.35,1.36119,2.67837
5023.55,1.36117,2.67826
5023.75,1.36109,2.67772
5023.95,1.36099,2.6771
5024.15,1.36097,2.67696
5024.35,1.36091,2.67656
5024.55,1.36083,2.67611
5024.75,1.36085,2.6762
5024.95,1.36083,2.67611
5025.15,1.36079,2.67582
5025.35,1.36081,2.67598
5025.55,1.3608,2.67591
5025.75,1.36073,2.67546
5025.95,1.36072,2.67535
5026.15,1.36067,2.67507
5026.35,1.36056,2.67437
5026.55,1.36052,2.67407
5026.75,1.36047,2.6738
5026.95,1.36038,2.67319
5027.15,1.36035,2.67304
5027.35,1.36036,2.67307
5027.55,1.3603,2.67273
5027.75,1.36031,2.67273
5027.95,1.36033,2.67289
5028.15,1.36027,2.67253
5028.35,1.36024,2.67234
5028.55,1.36024,2.67229
5028.75,1.36015,2.67171
5028.95,1.36007,2.67123
5029.15,1.36004,2.67105
5029.35,1.35995,2.67046
5029.55,1.35988,2.67001
5029.75,1.35988,2.67003
5029.95,1.35984,2.66973
5030.15,1.3598,2.6695
5030.35,1.35983,2.66972
5030.55,1.35981,2.66957
5030.75,1.35976,2.66928
5030.95,1.35978,2.66935
5031.15,1.35972,2.66902
5031.35,1.35963,2.66843
5031.55,1.3596,2.66824
5031.75,1.35953,2.66781
5031.95,1.35943,2.66715
5032.15,1.35941,2.66701
5032.35,1.35938,2.66682
5032.55,1.35931,2.66639
5032.75,1.35933,2.66648
5032.95,1.35934,2.66654
5033.15,1.35929,2.66621
5033.35,1.35929,2.66624
5033.55,1.35928,2.66621
5033.75,1.3592,2.66566
5033.95,1.35916,2.66538
5034.15,1.35912,2.66515
5034.35,1.35901,2.66445
5034.55,1.35895,2.66407
5034.75,1.35893,2.66395
5034.95,1.35885,2.66345
5035.15,1.35883,2.66327
5035.35,1.35885,2.66343
5035.55,1.35881,2.66317
5035.75,1.35879,2.66306
5035.95,1.35882,2.66322
5036.15,1.35876,2.66287
5036.35,1.3587,2.66248
5036.55,1.35869,2.66239
5036.75,1.3586,2.66184
5036.95,1.35851,2.66124
5037.15,1.35848,2.66109
5037.35,1.35842,2.66066
5037.55,1.35835,2.6602
5037.75,1.35836,2.66029
5037.95,1.35834,2.66016
5038.15,1.3583,2.65988
5038.35,1.35832,2.66007
5038.55,1.35831,2.65999
5038.75,1.35825,2.65956
5038.95,1.35824,2.6595
5039.15,1.35819,2.65921
5039.35,1.35808,2.65853
5039.55,1.35804,2.65825
5039.75,1.35799,2.65795
5039.95,1.35789,2.65732
5040.15,1.35787,2.65718
5040.35,1.35787,2.65716
5040.55,1.35781,2.6568
5040.75,1.35782,2.65683
5040.95,1.35784,2.65697
5041.15,1.35779,2.65663
5041.35,1.35776,2.65649
5041.55,1.35776,2.65645
5041.75,1.35767,2.65587
5041.95,1.3576,2.65543
5042.15,1.35757,2.65524
5042.35,1.35747,2.65462
5042.55,1.3574,2.65419
5042.75,1.3574,2.65418
5042.95,1.35735,2.65383
5043.15,1.35732,2.65362
5043.35,1.35735,2.65383
5043.55,1.35732,2.65366
5043.75,1.35728,2.65341
5043.95,1.3573,2.65351
5044.15,1.35725,2.65318
5044.35,1.35716,2.65264
5044.55,1.35714,2.65248
5044.75,1.35706,2.65201
5044.95,1.35696,2.65136
5045.15,1.35694,2.65122
5045.35,1.3569,2.65097
5045.55,1.35683,2.65053
5045.75,1.35685,2.65063
5045.95,1.35685,2.65064
5046.15,1.3568,2.65033
5046.35,1.35681,2.65041
5046.55,1.35681,2.65037
5046.75,1.35673,2.64985
5046.95,1.35669,2.64963
5047.15,1.35665,2.64939
5047.35,1.35654,2.64868
5047.55,1.35649,2.64833
5047.75,1.35646,2.64816
5047.95,1.35638,2.64762
5048.15,1.35635,2.64746
5048.35,1.35637,2.64758
5048.55,1.35633,2.64729
5048.75,1.35632,2.64722
5048.95,1.35634,2.64739
5049.15,1.35629,2.64704
5049.35,1.35624,2.64673
5049.55,1.35623,2.64666
5049.75,1.35614,2.64609
5049.95,1.35605,2.64553
5050.15,1.35603,2.64537
5050.35,1.35595,2.64488
5050.55,1.35588,2.64443
5050.75,1.35589,2.64449
5050.95,1.35586,2.6443
5051.15,1.35582,2.64405
5051.35,1.35585,2.64425
5051.55,1.35584,2.64415
5051.75,1.35578,2.64378
5051.95,1.35578,2.64377
5052.15,1.35573,2.64347
5052.35,1.35563,2.64282
5052.55,1.35559,2.64258
5052.75,1.35554,2.64223
5052.95,1.35544,2.64158
5053.15,1.35541,2.64145
5053.35,1.3554,2.64136
5053.55,1.35534,2.64097
5053.75,1.35535,2.64103
5053.95,1.35537,2.64115
5054.15,1.35532,2.64081
5054.35,1.35531,2.64075
5054.55,1.3553,2.64072
5054.75,1.35521,2.64015
5054.95,1.35516,2.63978
5055.15,1.35512,2.63957
5055.35,1.35502,2.63891
5055.55,1.35496,2.63851
5055.75,1.35495,2.63845
5055.95,1.35488,2.63804
5056.15,1.35485,2.63784
5056.35,1.35488,2.63804
5056.55,1.35485,2.63784
5056.75,1.35482,2.63765
5056.95,1.35484,2.63779
5057.15,1.35479,2.63745
5057.35,1.35472,2.63697
5057.55,1.3547,2.63685
5057.75,1.35462,2.63634
5057.95,1.35452,2.63571
5058.15,1.3545,2.63557
5058.35,1.35445,2.63523
5058.55,1.35438,2.63479
5058.75,1.35439,2.63488
5058.95,1.35438,2.63484
5059.15,1.35434,2.63455
5059.35,1.35436,2.63468
5059.55,1.35435,2.63463
5059.75,1.35428,2.63416
5059.95,1.35426,2.63402
5060.15,1.35421,2.63375
5060.35,1.35411,2.63305
5060.55,1.35406,2.63274
5060.75,1.35402,2.63251
5060.95,1.35393,2.63192
5061.15,1.35391,2.63177
5061.35,1.35391,2.63183
5061.55,1.35386,2.6315
5061.75,1.35386,2.63149
5061.95,1.35389,2.63165
5062.15,1.35383,2.63131
5062.35,1.3538,2.63109
5062.55,1.35379,2.63104
5062.75,1.3537,2.63046
5062.95,1.35363,2.62997
5063.15,1.3536,2.6298
5063.35,1.35351,2.62923
5063.55,1.35344,2.62879
5063.75,1.35345,2.62882
5063.95,1.3534,2.62855
5064.15,1.35337,2.62831
5064.35,1.3534,2.62853
5064.55,1.35338,2.6284
5064.75,1.35333,2.6281
5064.95,1.35334,2.62816
5065.15,1.35329,2.62784
5065.35,1.3532,2.62725
5065.55,1.35317,2.62706
5065.75,1.35311,2.62664
5065.95,1.353,2.62599
5066.15,1.35298,2.62585
5066.35,1.35296,2.62567
5066.55,1.35289,2.62526
5066.75,1.3529,2.62534
5066.95,1.35291,2.62541
5067.15,1.35286,2.62509
5067.35,1.35287,2.62512
5067.55,1.35286,2.62509
5067.75,1.35278,2.62455
5067.95,1.35274,2.62427
5068.15,1.3527,2.62404
5068.35,1.35259,2.62335
5068.55,1.35254,2.62298
5068.75,1.35252,2.62285
5068.95,1.35244,2.62236
5069.15,1.35241,2.62219
5069.35,1.35244,2.62235
5069.55,1.3524,2.62209
5069.75,1.35238,2.62198
5069.95,1.35241,2.62215
5070.15,1.35235,2.62181
5070.35,1.3523,2.62144
5070.55,1.35228,2.62135
5070.75,1.3522,2.6208
5070.95,1.35211,2.62022
5071.15,1.35208,2.62007
5071.35,1.35201,2.61963
5071.55,1.35194,2.61918
5071.75,1.35196,2.61926
5071.95,1.35194,2.61912
5072.15,1.35189,2.61886
5072.35,1.35192,2.61905
5072.55,1.35191,2.61897
5072.75,1.35185,2.61857
5072.95,1.35184,2.61852
5073.15,1.3518,2.61823
5073.35,1.35169,2.61757
5073.55,1.35165,2.61731
5073.75,1.3516,2.61699
5073.95,1.35151,2.61636
5074.15,1.35148,2.61622
5074.35,1.35148,2.61618
5074.55,1.35142,2.61581
5074.75,1.35143,2.61586
5074.95,1.35145,2.61599
5075.15,1.3514,2.61566
5075.35,1.35138,2.61556
5075.55,1.35138,2.61553
5075.75,1.35129,2.61496
5075.95,1.35123,2.61456
5076.15,1.35119,2.61436
5076.35,1.3511,2.61372
5076.55,1.35103,2.61331
5076.75,1.35103,2.61327
5076.95,1.35097,2.6129
5077.15,1.35094,2.6127
5077.35,1.35097,2.61291
5077.55,1.35094,2.61272
5077.75,1.35091,2.61251
5077.95,1.35093,2.61264
5078.15,1.35088,2.6123
5078.35,1.3508,2.61181
5078.55,1.35078,2.61167
5078.75,1.3507,2.61118
5078.95,1.3506,2.61055
5079.15,1.35058,2.61041
5079.35,1.35053,2.61011
5079.55,1.35047,2.60967
5079.75,1.35048,2.60977
5079.95,1.35048,2.60975
5080.15,1.35043,2.60945
5080.35,1.35045,2.60957
5080.55,1.35044,2.60953
5080.75,1.35037,2.60905
5080.95,1.35034,2.60889
5081.15,1.3503,2.60863
5081.35,1.3502,2.60793
5081.55,1.35015,2.60761
5081.75,1.35011,2.6074
5081.95,1.35002,2.60683
5082.15,1.35,2.60668
5082.35,1.35001,2.60675
5082.55,1.34996,2.60644
5082.75,1.34996,2.60642
5082.95,1.34999,2.60659
5083.15,1.34993,2.60625
5083.35,1.3499,2.60601
5083.55,1.34989,2.60596
5083.75,1.3498,2.60539
5083.95,1.34972,2.60489
5084.15,1.3497,2.60472
5084.35,1.34961,2.60417
5084.55,1.34954,2.60372
5084.75,1.34955,2.60376
5084.95,1.34951,2.60351
5085.15,1.34947,2.60327
5085.35,1.34951,2.60349
5085.55,1.34949,2.60337
5085.75,1.34944,2.60306
5085.95,1.34945,2.60312
5086.15,1.3494,2.60281
5086.35,1.34931,2.60221
5086.55,1.34928,2.60202
5086.75,1.34921,2.60161
5086.95,1.34911,2.60096
5087.15,1.34909,2.60083
5087.35,1.34906,2.60066
5087.55,1.349,2.60024
5087.75,1.34901,2.60033
5087.95,1.34903,2.6004
5088.15,1.34898,2.60009
5088.35,1.34898,2.60011
5088.55,1.34898,2.60009
5088.75,1.34889,2.59955
5088.95,1.34885,2.59928
5089.15,1.34882,2.59905
5089.35,1.34871,2.59836
5089.55,1.34865,2.59799
5089.75,1.34863,2.59787
5089.95,1.34856,2.59738
5090.15,1.34853,2.59721
5090.35,1.34855,2.59737
5090.55,1.34852,2.59712
5090.75,1.3485,2.59701
5090.95,1.34853,2.59718
5091.15,1.34847,2.59684
5091.35,1.34842,2.59648
5091.55,1.3484,2.5964
5091.75,1.34832,2.59586
5091.95,1.34823,2.59528
5092.15,1.34821,2.59513
5092.35,1.34814,2.59468
5092.55,1.34807,2.59423
5092.75,1.34808,2.59431
5092.95,1.34806,2.59417
5093.15,1.34802,2.59391
5093.35,1.34805,2.59411
5093.55,1.34804,2.59403
5093.75,1.34797,2.59364
5093.95,1.34797,2.59361
5094.15,1.34793,2.59332
5094.35,1.34782,2.59266
5094.55,1.34779,2.59241
5094.75,1.34773,2.59209
5094.95,1.34764,2.59146
5095.15,1.34762,2.59132
5095.35,1.34761,2.59127
5095.55,1.34755,2.59089
5095.75,1.34756,2.59095
5095.95,1.34758,2.59108
5096.15,1.34753,2.59075
5096.35,1.34751,2.59067
5096.55,1.34751,2.59064
5096.75,1.34742,2.59008
5096.95,1.34736,2.5897
5097.15,1.34733,2.5895
5097.35,1.34723,2.58886
5097.55,1.34717,2.58845
5097.75,1.34716,2.58841
5097.95,1.3471,2.58801
5098.15,1.34707,2.58782
5098.35,1.3471,2.58802
5098.55,1.34707,2.58783
5098.75,1.34705,2.58764
5098.95,1.34707,2.58778
5099.15,1.34702,2.58745
5099.35,1.34694,2.58698
5099.55,1.34692,2.58686
5099.75,1.34685,2.58636
5099.95,1.34675,2.58574
5100.15,1.34673,2.5856
5100.35,1.34668,2.58527
5100.55,1.34661,2.58483
5100.75,1.34662,2.58493
5100.95,1.34662,2.58488
5101.15,1.34657,2.5846
5101.35,1.3466,2.58474
5101.55,1.34659,2.58469
5101.75,1.34652,2.58424
5101.95,1.3465,2.58411
5102.15,1.34646,2.58385
5102.35,1.34635,2.58316
5102.55,1.3463,2.58286
5102.75,1.34627,2.58262
5102.95,1.34618,2.58203
5103.15,1.34615,2.58189
5103.35,1.34616,2.58193
5103.55,1.34611,2.5816
5103.75,1.34611,2.58161
5103.95,1.34613,2.58177
5104.15,1.34608,2.58143
5104.35,1.34605,2.58125
5104.55,1.34605,2.58121
5104.75,1.34596,2.58064
5104.95,1.34589,2.58018
5105.15,1.34586,2.58
5105.35,1.34577,2.57942
5105.55,1.3457,2.57899
5105.75,1.34571,2.579
5105.95,1.34566,2.57871
5106.15,1.34563,2.57849
5106.35,1.34566,2.57871
5106.55,1.34564,2.57856
5106.75,1.3456,2.5783
5106.95,1.34561,2.57839
5107.15,1.34556,2.57807
5107.35,1.34548,2.57752
5107.55,1.34545,2.57736
5107.75,1.34538,2.57692
5107.95,1.34528,2.57627
5108.15,1.34526,2.57614
5108.35,1.34523,2.57591
5108.55,1.34516,2.57549
5108.75,1.34518,2.57559
5108.95,1.34518,2.57562
5109.15,1.34514,2.57532
5109.35,1.34515,2.5754
5109.55,1.34514,2.57537
5109.75,1.34506,2.57486
5109.95,1.34503,2.57465
5110.15,1.34499,2.57441
5110.35,1.34489,2.57372
5110.55,1.34483,2.57337
5110.75,1.34481,2.57321
5110.95,1.34473,2.57268
5111.15,1.3447,2.57252
5111.35,1.34472,2.57264
5111.55,1.34468,2.57236
5111.75,1.34467,2.5723
5111.95,1.3447,2.57248
5112.15,1.34464,2.57214
5112.35,1.3446,2.57185
5112.55,1.34459,2.5718
5112.75,1.3445,2.57124
5112.95,1.34442,2.57071
5113.15,1.3444,2.57055
5113.35,1.34432,2.57004
5113.55,1.34425,2.5696
5113.75,1.34426,2.56966
5113.95,1.34423,2.56945
5114.15,1.34419,2.56921
5114.35,1.34422,2.56943
5114.55,1.34421,2.56932
5114.75,1.34416,2.56899
5114.95,1.34416,2.56902
5115.15,1.34411,2.56872
5115.35,1.34402,2.56811
5115.55,1.34399,2.5679
5115.75,1.34393,2.56752
5115.95,1.34383,2.56688
5116.15,1.34381,2.56675
5116.35,1.34379,2.56661
5116.55,1.34373,2.56622
5116.75,1.34374,2.5663
5116.95,1.34375,2.56639
5117.15,1.3437,2.56608
5117.35,1.34371,2.56608
5117.55,1.3437,2.56606
5117.75,1.34362,2.56552
5117.95,1.34357,2.56522
5118.15,1.34354,2.565
5118.35,1.34343,2.56433
5118.55,1.34338,2.56395
5118.75,1.34336,2.56385
5118.95,1.34329,2.56339
5119.15,1.34326,2.56322
5119.35,1.34329,2.56338
5119.55,1.34325,2.56315
5119.75,1.34323,2.56304
5119.95,1.34326,2.5632
5120.15,1.34321,2.56287
5120.35,1.34315,2.56249
5120.55,1.34314,2.56241
5120.75,1.34306,2.56188
5120.95,1.34297,2.5613
5121.15,1.34294,2.56115
5121.35,1.34288,2.56072
5121.55,1.34281,2.56028
5121.75,1.34282,2.56037
5121.95,1.3428,2.56024
5122.15,1.34276,2.55998
5122.35,1.34279,2.56017
5122.55,1.34278,2.5601
5122.75,1.34272,2.55971
5122.95,1.34271,2.55967
5123.15,1.34267,2.55939
5123.35,1.34257,2.55874
5123.55,1.34253,2.55849
5123.75,1.34248,2.55817
5123.95,1.34239,2.55755
5124.15,1.34237,2.55741
5124.35,1.34236,2.55737
5124.55,1.3423,2.557
5124.75,1.34231,2.55705
5124.95,1.34233,2.55719
5125.15,1.34228,2.55686
5125.35,1.34227,2.55679
5125.55,1.34227,2.55677
5125.75,1.34218,2.55621
5125.95,1.34212,2.55584
5126.15,1.34209,2.55564
5126.35,1.34199,2.555
5126.55,1.34193,2.5546
5126.75,1.34192,2.55455
5126.95,1.34186,2.55416
5127.15,1.34183,2.55397
5127.35,1.34186,2.55417
5127.55,1.34183,2.55398
5127.75,1.34181,2.5538
5127.95,1.34183,2.55395
5128.15,1.34178,2.55362
5128.35,1.34171,2.55317
5128.55,1.34169,2.55306
5128.75,1.34161,2.55256
5128.95,1.34152,2.55195
5129.15,1.3415,2.55181
5129.35,1.34145,2.55146
5129.55,1.34138,2.55102
5129.75,1.34139,2.55112
5129.95,1.34138,2.55106
5130.15,1.34134,2.55079
5130.35,1.34137,2.55095
5130.55,1.34136,2.5509
5130.75,1.34129,2.55046
5130.95,1.34128,2.55036
5131.15,1.34123,2.55009
5131.35,1.34113,2.54942
5131.55,1.34109,2.54913
5131.75,1.34105,2.54887
5131.95,1.34095,2.54828
5132.15,1.34093,2.54814
5132.35,1.34094,2.54816
5132.55,1.34088,2.54783
5132.75,1.34089,2.54785
5132.95,1.34091,2.54801
5133.15,1.34086,2.54768
5133.35,1.34084,2.54753
5133.55,1.34083,2.5475
5133.75,1.34075,2.54694
5133.95,1.34068,2.54651
5134.15,1.34065,2.54633
5134.35,1.34056,2.54573
5134.55,1.3405,2.54531
5134.75,1.34049,2.5453
5134.95,1.34044,2.54498
5135.15,1.34041,2.54477
5135.35,1.34045,2.54499
5135.55,1.34042,2.54483
5135.75,1.34039,2.5446
5135.95,1.3404,2.54472
5136.15,1.34036,2.5444
5136.35,1.34028,2.54389
5136.55,1.34025,2.54375
5136.75,1.34018,2.54328
5136.95,1.34009,2.54266
5137.15,1.34007,2.54252
5137.35,1.34002,2.54225
5137.55,1.33996,2.54182
5137.75,1.33997,2.54192
5137.95,1.33997,2.54192
5138.15,1.33993,2.54163
5138.35,1.33995,2.54175
5138.55,1.33994,2.54172
5138.75,1.33987,2.54124
