freq,mag,db
10379.3,1.04975,0.421691
10379.5,1.04975,0.421724
10379.7,1.04973,0.421586
10379.9,1.04971,0.421385
10380.1,1.0497,0.421333
10380.3,1.04967,0.421072
10380.5,1.04965,0.420878
10380.7,1.04964,0.420783
10380.9,1.0496,0.420502
10381.1,1.04959,0.4204
10381.3,1.04958,0.420322
10381.5,1.04956,0.420125
10381.7,1.04956,0.420169
10381.9,1.04956,0.420148
10382.1,1.04955,0.420098
10382.3,1.04958,0.420275
10382.5,1.04958,0.420308
10382.7,1.04959,0.4204
10382.9,1.04962,0.420636
10383.1,1.04962,0.420675
10383.3,1.04964,0.420841
10383.5,1.04967,0.421028
10383.7,1.04967,0.421016
10383.9,1.04968,0.421166
10384.1,1.04969,0.421209
10384.3,1.04968,0.421113
10384.5,1.04968,0.421177
10384.7,1.04967,0.421046
10384.9,1.04965,0.420879
10385.1,1.04964,0.420839
10385.3,1.04961,0.420576
10385.5,1.04959,0.420402
10385.7,1.04958,0.420294
10385.9,1.04954,0.420001
10386.1,1.04953,0.419898
10386.3,1.04952,0.419787
10386.5,1.04949,0.419574
10386.7,1.04949,0.4196
10386.9,1.04949,0.419536
10387.1,1.04948,0.419477
10387.3,1.0495,0.419633
10387.5,1.0495,0.419632
10387.7,1.04951,0.419727
10387.9,1.04954,0.419946
10388.1,1.04954,0.419976
10388.3,1.04956,0.420163
10388.5,1.04958,0.420344
10388.7,1.04958,0.420351
10388.9,1.04961,0.420532
10389.1,1.04961,0.420582
10389.3,1.04961,0.420522
10389.5,1.04962,0.420615
10389.7,1.0496,0.420494
10389.9,1.04959,0.420366
10390.1,1.04958,0.420336
10390.3,1.04955,0.42008
10390.5,1.04953,0.41993
10390.7,1.04952,0.41981
10390.9,1.04948,0.419512
10391.1,1.04947,0.419412
10391.3,1.04945,0.419265
10391.5,1.04943,0.419041
10391.7,1.04943,0.41905
10391.9,1.04941,0.418944
10392.1,1.04941,0.418873
10392.3,1.04942,0.419001
10392.5,1.04942,0.418967
10392.7,1.04943,0.419063
10392.9,1.04945,0.419258
10393.1,1.04946,0.41928
10393.3,1.04948,0.419482
10393.5,1.0495,0.419653
10393.7,1.0495,0.419677
10393.9,1.04953,0.419884
10394.1,1.04953,0.419938
10394.3,1.04953,0.419917
10394.5,1.04955,0.420035
10394.7,1.04953,0.419926
10394.9,1.04952,0.41984
10395.1,1.04952,0.419825
10395.3,1.04949,0.419578
10395.5,1.04948,0.419457
10395.7,1.04946,0.419327
10395.9,1.04943,0.41903
10396.1,1.04941,0.418935
10396.3,1.04939,0.418758
10396.5,1.04936,0.418526
10396.7,1.04936,0.418516
10396.9,1.04935,0.418369
10397.1,1.04934,0.418289
10397.3,1.04935,0.418384
10397.5,1.04934,0.418316
10397.7,1.04935,0.418409
10397.9,1.04937,0.418574
10398.1,1.04937,0.418583
10398.3,1.0494,0.418795
10398.5,1.04942,0.41895
10398.7,1.04942,0.418993
10398.9,1.04945,0.419222
10399.1,1.04946,0.419278
10399.3,1.04946,0.419296
10399.5,1.04947,0.419438
10399.7,1.04946,0.419343
10399.9,1.04946,0.419302
10400.1,1.04946,0.4193
10400.3,1.04943,0.41907
10400.5,1.04942,0.41898
10400.7,1.0494,0.418844
10400.9,1.04937,0.418557
10401.1,1.04936,0.418468
10401.3,1.04933,0.418262
10401.5,1.0493,0.41803
10401.7,1.0493,0.417999
10401.9,1.04928,0.417812
10402.1,1.04927,0.417724
10402.3,1.04927,0.417784
10402.5,1.04926,0.417683
10402.7,1.04927,0.417768
10402.9,1.04929,0.417898
10403.1,1.04929,0.417895
10403.3,1.04931,0.418111
10403.5,1.04933,0.418245
10403.7,1.04934,0.418303
10403.9,1.04937,0.418546
10404.1,1.04937,0.418602
10404.3,1.04938,0.418659
10404.5,1.0494,0.418821
10404.7,1.04939,0.418743
10404.9,1.04939,0.418749
10405.1,1.04939,0.41876
10405.3,1.04937,0.418552
10405.5,1.04936,0.418497
10405.7,1.04934,0.418356
10405.9,1.04931,0.418085
10406.1,1.0493,0.418006
10406.3,1.04927,0.417777
10406.5,1.04925,0.417547
10406.7,1.04924,0.417498
10406.9,1.04921,0.417278
10407.1,1.0492,0.417182
10407.3,1.0492,0.417203
10407.5,1.04919,0.417068
10407.7,1.0492,0.417144
10407.9,1.04921,0.417234
10408.1,1.04921,0.417217
10408.3,1.04923,0.417429
10408.5,1.04924,0.417536
10408.7,1.04925,0.417608
10408.9,1.04928,0.41786
10409.1,1.04929,0.417914
10409.3,1.0493,0.418008
10409.5,1.04932,0.418185
10409.7,1.04932,0.418126
10409.9,1.04932,0.418179
10410.1,1.04932,0.4182
10410.3,1.0493,0.418022
10410.5,1.0493,0.418004
10410.7,1.04928,0.417862
10410.9,1.04925,0.417616
10411.1,1.04925,0.417547
10411.3,1.04922,0.4173
10411.5,1.04919,0.417081
10411.7,1.04918,0.417011
10411.9,1.04915,0.41676
10412.1,1.04914,0.41666
10412.3,1.04914,0.416639
10412.5,1.04912,0.416475
10412.7,1.04912,0.416539
10412.9,1.04913,0.416584
10413.1,1.04913,0.416553
10413.3,1.04915,0.416755
10413.5,1.04916,0.416832
10413.7,1.04917,0.416914
10413.9,1.0492,0.417165
10414.1,1.04921,0.417214
10414.3,1.04922,0.417344
10414.5,1.04924,0.417528
10414.7,1.04924,0.417491
10414.9,1.04925,0.417589
10415.1,1.04926,0.417621
10415.3,1.04924,0.417477
10415.5,1.04924,0.417496
10415.7,1.04922,0.417357
10415.9,1.0492,0.417143
10416.1,1.04919,0.417086
10416.3,1.04916,0.416829
10416.5,1.04913,0.416626
10416.7,1.04912,0.416537
10416.9,1.04909,0.416263
10417.1,1.04908,0.416159
10417.3,1.04907,0.416096
10417.5,1.04905,0.415908
10417.7,1.04905,0.415955
10417.9,1.04905,0.41595
10418.1,1.04905,0.415907
10418.3,1.04907,0.41609
10418.5,1.04908,0.416133
10418.7,1.04909,0.416224
10418.9,1.04912,0.416464
10419.1,1.04912,0.416506
10419.3,1.04914,0.416665
10419.5,1.04916,0.416852
10419.7,1.04916,0.416836
10419.9,1.04918,0.416976
10420.1,1.04918,0.417019
10420.3,1.04917,0.416913
10420.5,1.04918,0.416969
10420.7,1.04916,0.416836
10420.9,1.04914,0.416662
10421.1,1.04913,0.416618
10421.3,1.0491,0.416357
10421.5,1.04908,0.416176
10421.7,1.04907,0.416072
10421.9,1.04903,0.415781
10422.1,1.04902,0.415679
10422.3,1.04901,0.415573
10422.5,1.04898,0.415363
10422.7,1.04899,0.415393
10422.9,1.04898,0.415338
10423.1,1.04897,0.415279
10423.3,1.04899,0.415438
10423.5,1.04899,0.415443
10423.7,1.049,0.415538
10423.9,1.04903,0.415761
10424.1,1.04903,0.415794
10424.3,1.04906,0.415978
10424.5,1.04908,0.41616
10424.7,1.04908,0.416166
10424.9,1.0491,0.416344
10425.1,1.04911,0.416393
10425.3,1.0491,0.416331
10425.5,1.04911,0.416421
10425.7,1.0491,0.416301
10425.9,1.04908,0.416171
10426.1,1.04908,0.416142
10426.3,1.04905,0.415884
10426.5,1.04903,0.415733
10426.7,1.04901,0.415614
10426.9,1.04898,0.415316
10427.1,1.04896,0.415216
10427.3,1.04895,0.415071
10427.5,1.04892,0.414845
10427.7,1.04892,0.414854
10427.9,1.04891,0.414749
10428.1,1.0489,0.414678
10428.3,1.04891,0.414804
10428.5,1.04891,0.414771
10428.7,1.04892,0.414865
10428.9,1.04895,0.415061
10429.1,1.04895,0.415082
10429.3,1.04897,0.415284
10429.5,1.04899,0.415455
10429.7,1.049,0.415481
10429.9,1.04902,0.415691
10430.1,1.04903,0.415746
10430.3,1.04903,0.415729
10430.5,1.04904,0.41585
10430.7,1.04903,0.415743
10430.9,1.04902,0.415663
10431.1,1.04902,0.415649
10431.3,1.04899,0.415404
10431.5,1.04897,0.415287
10431.7,1.04896,0.415156
10431.9,1.04892,0.41486
10432.1,1.04891,0.414766
10432.3,1.04889,0.414584
10432.5,1.04886,0.414351
10432.7,1.04886,0.414338
10432.9,1.04884,0.414184
10433.1,1.04883,0.414101
10433.3,1.04884,0.414191
10433.5,1.04883,0.414118
10433.7,1.04884,0.414209
10433.9,1.04886,0.414367
10434.1,1.04886,0.414374
10434.3,1.04889,0.414587
10434.5,1.04891,0.414739
10434.7,1.04891,0.414785
10434.9,1.04894,0.415018
10435.1,1.04895,0.415077
10435.3,1.04895,0.415104
10435.5,1.04897,0.415251
10435.7,1.04896,0.415163
10435.9,1.04895,0.415135
10436.1,1.04895,0.415137
10436.3,1.04893,0.414913
10436.5,1.04892,0.414834
10436.7,1.0489,0.414696
10436.9,1.04887,0.414413
10437.1,1.04886,0.414327
10437.3,1.04883,0.414115
10437.5,1.0488,0.413881
10437.7,1.0488,0.413844
10437.9,1.04877,0.413646
10438.1,1.04876,0.413554
10438.3,1.04877,0.4136
10438.5,1.04876,0.413488
10438.7,1.04877,0.413569
10438.9,1.04878,0.413685
10439.1,1.04878,0.413678
10439.3,1.0488,0.413893
10439.5,1.04882,0.414017
10439.7,1.04883,0.414082
10439.9,1.04886,0.414329
10440.1,1.04886,0.414386
10440.3,1.04887,0.414458
10440.5,1.04889,0.414627
10440.7,1.04889,0.414559
10440.9,1.04889,0.414585
10441.1,1.04889,0.414601
10441.3,1.04887,0.414406
10441.5,1.04886,0.414369
10441.7,1.04885,0.414227
10441.9,1.04881,0.413967
10442.1,1.0488,0.413892
10442.3,1.04878,0.413655
10442.5,1.04875,0.41343
10442.7,1.04874,0.413369
10442.9,1.04871,0.413133
10443.1,1.0487,0.413034
10443.3,1.0487,0.413034
10443.5,1.04868,0.412886
10443.7,1.04869,0.412955
10443.9,1.0487,0.413021
10444.1,1.0487,0.412998
10444.3,1.04872,0.413205
10444.5,1.04873,0.413298
10444.7,1.04874,0.413376
10444.9,1.04877,0.413627
10445.1,1.04878,0.413681
10445.3,1.04879,0.413795
10445.5,1.04881,0.413977
10445.7,1.04881,0.413931
10445.9,1.04882,0.41401
10446.1,1.04882,0.41404
10446.3,1.0488,0.413882
10446.5,1.0488,0.413886
10446.7,1.04879,0.413746
10446.9,1.04876,0.413519
10447.1,1.04875,0.413458
10447.3,1.04872,0.413203
10447.5,1.0487,0.412994
10447.7,1.04869,0.412913
10447.9,1.04865,0.412646
10448.1,1.04864,0.412542
10448.3,1.04864,0.412495
10448.5,1.04861,0.412315
10448.7,1.04862,0.412368
10448.9,1.04862,0.412378
10449.1,1.04862,0.412339
10449.3,1.04864,0.412529
10449.5,1.04865,0.412584
10449.7,1.04866,0.412673
10449.9,1.04869,0.412917
10450.1,1.04869,0.412962
10450.3,1.04871,0.413112
10450.5,1.04873,0.413301
10450.7,1.04873,0.41328
10450.9,1.04875,0.413408
10451.1,1.04875,0.413449
10451.3,1.04874,0.413333
10451.5,1.04874,0.413381
10451.7,1.04873,0.413247
10451.9,1.0487,0.413062
10452.1,1.0487,0.413015
10452.3,1.04867,0.412755
10452.5,1.04864,0.412569
10452.7,1.04863,0.412468
10452.9,1.0486,0.41218
10453.1,1.04859,0.412076
10453.3,1.04857,0.41198
10453.5,1.04855,0.411774
10453.7,1.04855,0.411808
10453.9,1.04855,0.411762
10454.1,1.04854,0.411707
10454.3,1.04856,0.41187
10454.5,1.04856,0.411883
10454.7,1.04857,0.411977
10454.9,1.0486,0.412204
10455.1,1.0486,0.412238
10455.3,1.04863,0.412418
10455.5,1.04865,0.412603
10455.7,1.04865,0.412607
10455.9,1.04867,0.412779
10456.1,1.04868,0.41283
10456.3,1.04867,0.412762
10456.5,1.04868,0.412847
10456.7,1.04866,0.412726
10456.9,1.04865,0.412591
10457.1,1.04864,0.412561
10457.3,1.04861,0.412303
10457.5,1.04859,0.412148
10457.7,1.04858,0.412031
10457.9,1.04854,0.411734
10458.1,1.04853,0.411633
10458.3,1.04851,0.411491
10458.5,1.04849,0.411267
10458.7,1.04849,0.411276
10458.9,1.04848,0.411174
10459.1,1.04847,0.411104
10459.3,1.04848,0.411232
10459.5,1.04848,0.4112
10459.7,1.04849,0.411295
10459.9,1.04851,0.411492
10460.1,1.04852,0.411513
10460.3,1.04854,0.411715
10460.5,1.04856,0.411887
10460.7,1.04857,0.411913
10460.9,1.04859,0.412123
10461.1,1.0486,0.412179
10461.3,1.0486,0.412161
10461.5,1.04861,0.412284
10461.7,1.0486,0.412178
10461.9,1.04859,0.412098
10462.1,1.04859,0.412085
10462.3,1.04856,0.411842
10462.5,1.04854,0.411726
10462.7,1.04853,0.411595
10462.9,1.04849,0.411301
10463.1,1.04848,0.411206
10463.3,1.04846,0.411024
10463.5,1.04843,0.41079
10463.7,1.04843,0.410775
10463.9,1.04841,0.410619
10464.1,1.0484,0.410536
10464.3,1.04841,0.410621
10464.5,1.0484,0.410544
10464.7,1.04841,0.410633
10464.9,1.04843,0.41079
10465.1,1.04843,0.410795
10465.3,1.04846,0.411009
10465.5,1.04847,0.411159
10465.7,1.04848,0.411207
10465.9,1.04851,0.411443
10466.1,1.04852,0.411502
10466.3,1.04852,0.411535
10466.5,1.04854,0.411686
10466.7,1.04853,0.411601
10466.9,1.04853,0.411581
10467.1,1.04853,0.411585
10467.3,1.0485,0.411366
10467.5,1.04849,0.411292
10467.7,1.04847,0.411154
10467.9,1.04844,0.410876
10468.1,1.04843,0.41079
10468.3,1.0484,0.410573
10468.5,1.04838,0.41034
10468.7,1.04837,0.410299
10468.9,1.04835,0.410094
10469.1,1.04833,0.41
10469.3,1.04834,0.410037
10469.5,1.04832,0.409917
10469.7,1.04833,0.409997
10469.9,1.04835,0.410104
10470.1,1.04835,0.410093
10470.3,1.04837,0.410305
10470.5,1.04839,0.410424
10470.7,1.04839,0.410492
10470.9,1.04842,0.410741
10471.1,1.04843,0.410798
10471.3,1.04844,0.410882
10471.5,1.04846,0.411056
10471.7,1.04845,0.410995
10471.9,1.04846,0.411033
10472.1,1.04846,0.411054
10472.3,1.04844,0.41087
10472.5,1.04844,0.410843
10472.7,1.04842,0.410702
10472.9,1.04839,0.410451
10473.1,1.04838,0.41038
10473.3,1.04835,0.410137
10473.5,1.04832,0.409915
10473.7,1.04832,0.409848
10473.9,1.04829,0.409602
10474.1,1.04827,0.409503
10474.3,1.04827,0.409487
10474.5,1.04825,0.409328
10474.7,1.04826,0.409393
10474.9,1.04827,0.409441
10475.1,1.04826,0.409413
10475.3,1.04829,0.409614
10475.5,1.0483,0.409695
10475.7,1.04831,0.409777
10475.9,1.04834,0.410028
10476.1,1.04834,0.410079
10476.3,1.04836,0.410207
10476.5,1.04838,0.410392
10476.7,1.04838,0.410356
10476.9,1.04839,0.410454
10477.1,1.04839,0.410489
10477.3,1.04838,0.410348
10477.5,1.04838,0.410369
10477.7,1.04836,0.410231
10477.9,1.04834,0.41002
10478.1,1.04833,0.409964
10478.3,1.0483,0.409706
10478.5,1.04828,0.409506
10478.7,1.04826,0.409416
10478.9,1.04823,0.409139
10479.1,1.04822,0.409035
10479.3,1.04821,0.408966
10479.5,1.04819,0.408775
10479.7,1.04819,0.408818
10479.9,1.04819,0.408806
10480.1,1.04818,0.408759
10480.3,1.04821,0.408938
10480.5,1.04821,0.408974
10480.7,1.04822,0.409067
10480.9,1.04825,0.409304
10481.1,1.04826,0.409345
10481.3,1.04828,0.409511
10481.5,1.0483,0.409699
10481.7,1.0483,0.40969
10481.9,1.04832,0.409841
10482.1,1.04832,0.409887
10482.3,1.04831,0.409795
10482.5,1.04832,0.409861
10482.7,1.0483,0.409733
10482.9,1.04828,0.409573
10483.1,1.04828,0.409535
10483.3,1.04825,0.409275
10483.5,1.04823,0.409105
10483.7,1.04821,0.408995
10483.9,1.04818,0.4087
10484.1,1.04817,0.408598
10484.3,1.04815,0.408477
10484.5,1.04813,0.408262
10484.7,1.04813,0.408282
10484.9,1.04812,0.408206
10485.1,1.04811,0.40814
10485.3,1.04813,0.408286
10485.5,1.04813,0.408275
10485.7,1.04814,0.40837
10485.9,1.04816,0.40858
10486.1,1.04817,0.408609
10486.3,1.04819,0.408802
10486.5,1.04821,0.408981
10486.7,1.04821,0.409
10486.9,1.04824,0.409194
10487.1,1.04824,0.40925
10487.3,1.04824,0.409212
10487.5,1.04825,0.409321
10487.7,1.04824,0.409209
10487.9,1.04823,0.409107
10488.1,1.04822,0.409088
10488.3,1.04819,0.408839
10488.5,1.04818,0.408706
10488.7,1.04816,0.40858
10488.9,1.04813,0.408284
10489.1,1.04812,0.408186
10489.3,1.0481,0.408017
10489.5,1.04807,0.407786
10489.7,1.04807,0.40778
10489.9,1.04805,0.407641
10490.1,1.04804,0.407562
10490.3,1.04805,0.407664
10490.5,1.04805,0.407603
10490.7,1.04806,0.407695
10490.9,1.04808,0.407865
10491.1,1.04808,0.407877
10491.3,1.0481,0.408088
10491.5,1.04812,0.408246
10491.7,1.04813,0.408289
10491.9,1.04816,0.408517
10492.1,1.04816,0.408575
10492.3,1.04817,0.408594
10492.5,1.04818,0.408738
10492.7,1.04817,0.408648
10492.9,1.04817,0.40861
10493.1,1.04817,0.40861
10493.3,1.04814,0.408383
10493.5,1.04813,0.408297
10493.7,1.04811,0.408161
10493.9,1.04808,0.407877
10494.1,1.04807,0.407789
10494.3,1.04804,0.40758
10494.5,1.04801,0.407346
10494.7,1.04801,0.407311
10494.9,1.04799,0.407119
10495.1,1.04798,0.407027
10495.3,1.04798,0.407075
10495.5,1.04797,0.406967
10495.7,1.04798,0.40705
10495.9,1.04799,0.407167
10496.1,1.04799,0.407161
10496.3,1.04802,0.407376
10496.5,1.04803,0.407503
10496.7,1.04804,0.407566
10496.9,1.04807,0.407814
10497.1,1.04808,0.407873
10497.3,1.04809,0.407946
10497.5,1.04811,0.408116
10497.7,1.0481,0.408049
10497.9,1.0481,0.408077
10498.1,1.04811,0.408096
10498.3,1.04808,0.407905
10498.5,1.04808,0.407869
10498.7,1.04806,0.407728
10498.9,1.04803,0.407472
10499.1,1.04802,0.407397
10499.3,1.04799,0.407158
10499.5,1.04796,0.406934
10499.7,1.04796,0.406872
10499.9,1.04793,0.406632
10500.1,1.04792,0.406531
10500.3,1.04792,0.406523
10500.5,1.0479,0.406371
10500.7,1.0479,0.406437
10500.9,1.04791,0.406494
10501.1,1.04791,0.406469
10501.3,1.04793,0.406672
10501.5,1.04794,0.406759
10501.7,1.04795,0.40684
10501.9,1.04798,0.407091
10502.1,1.04799,0.407144
10502.3,1.048,0.407267
10502.5,1.04803,0.407452
10502.7,1.04802,0.407414
10502.9,1.04803,0.407506
10503.1,1.04804,0.407541
10503.3,1.04802,0.407395
10503.5,1.04802,0.407411
10503.7,1.04801,0.407274
10503.9,1.04798,0.407059
10504.1,1.04797,0.407003
10504.3,1.04794,0.406747
10504.5,1.04792,0.406544
10504.7,1.04791,0.406455
10504.9,1.04787,0.406182
10505.1,1.04786,0.406077
10505.3,1.04785,0.406012
10505.5,1.04783,0.405822
10505.7,1.04784,0.405867
10505.9,1.04783,0.405857
10506.1,1.04783,0.405812
10506.3,1.04785,0.405991
10506.5,1.04786,0.40603
10506.7,1.04787,0.406121
10506.9,1.0479,0.40636
10507.1,1.0479,0.406402
10507.3,1.04792,0.406567
10507.5,1.04794,0.406755
10507.7,1.04794,0.406746
10507.9,1.04796,0.406896
10508.1,1.04797,0.406943
10508.3,1.04795,0.40685
10508.5,1.04796,0.406917
10508.7,1.04795,0.406792
10508.9,1.04793,0.406631
10509.1,1.04792,0.406592
10509.3,1.04789,0.406334
10509.5,1.04787,0.406164
10509.7,1.04786,0.406053
10509.9,1.04782,0.405759
10510.1,1.04781,0.405656
10510.3,1.0478,0.405534
10510.5,1.04777,0.405317
10510.7,1.04777,0.405336
10510.9,1.04776,0.405258
10511.1,1.04775,0.405194
10511.3,1.04777,0.405336
10511.5,1.04777,0.405321
10511.7,1.04778,0.405417
10511.9,1.04781,0.405627
10512.1,1.04781,0.405654
10512.3,1.04783,0.40585
10512.5,1.04786,0.406028
10512.7,1.04786,0.406048
10512.9,1.04788,0.406245
10513.1,1.04789,0.406302
10513.3,1.04788,0.406269
10513.5,1.0479,0.406381
10513.7,1.04788,0.406271
10513.9,1.04787,0.406174
10514.1,1.04787,0.406157
10514.3,1.04784,0.40591
10514.5,1.04783,0.405782
10514.7,1.04781,0.405654
10514.9,1.04777,0.40536
10515.1,1.04776,0.405262
10515.3,1.04774,0.405089
10515.5,1.04771,0.404858
10515.7,1.04771,0.404846
10515.9,1.0477,0.404703
10516.1,1.04769,0.404622
10516.3,1.0477,0.404717
10516.5,1.04769,0.404649
10516.7,1.0477,0.40474
10516.9,1.04772,0.404904
10517.1,1.04772,0.404914
10517.3,1.04775,0.405127
10517.5,1.04777,0.405281
10517.7,1.04777,0.405328
10517.9,1.0478,0.40556
10518.1,1.04781,0.40562
10518.3,1.04781,0.405647
10518.5,1.04783,0.405796
10518.7,1.04782,0.40571
10518.9,1.04781,0.405684
10519.1,1.04781,0.405687
10519.3,1.04779,0.405467
10519.5,1.04778,0.40539
10519.7,1.04776,0.405252
10519.9,1.04773,0.404972
10520.1,1.04772,0.404887
10520.3,1.04769,0.404671
10520.5,1.04766,0.404439
10520.7,1.04766,0.404398
10520.9,1.04763,0.404195
10521.1,1.04762,0.404101
10521.3,1.04763,0.404138
10521.5,1.04761,0.40402
10521.7,1.04762,0.404099
10521.9,1.04764,0.404205
10522.1,1.04763,0.404195
10522.3,1.04766,0.404407
10522.5,1.04767,0.404527
10522.7,1.04768,0.404596
10522.9,1.04771,0.404845
10523.1,1.04772,0.404903
10523.3,1.04773,0.404989
10523.5,1.04775,0.405164
10523.7,1.04774,0.405105
10523.9,1.04775,0.405149
10524.1,1.04775,0.405172
10524.3,1.04773,0.404993
10524.5,1.04773,0.404971
10524.7,1.04771,0.404831
10524.9,1.04768,0.404585
10525.1,1.04767,0.404514
10525.3,1.04764,0.40427
10525.5,1.04762,0.40405
10525.7,1.04761,0.40398
10525.9,1.04758,0.403729
10526.1,1.04757,0.403627
10526.3,1.04756,0.403603
10526.5,1.04754,0.403439
10526.7,1.04755,0.403499
10526.9,1.04756,0.403537
10527.1,1.04755,0.403505
10527.3,1.04757,0.403702
10527.5,1.04758,0.403776
10527.7,1.04759,0.403861
10527.9,1.04762,0.40411
10528.1,1.04763,0.40416
10528.3,1.04765,0.404297
10528.5,1.04767,0.404486
10528.7,1.04767,0.40446
10528.9,1.04768,0.404571
10529.1,1.04768,0.40461
10529.3,1.04767,0.404482
10529.5,1.04767,0.404517
10529.7,1.04766,0.404382
10529.9,1.04763,0.404185
10530.1,1.04763,0.404133
10530.3,1.0476,0.403876
10530.5,1.04757,0.403684
10530.7,1.04756,0.403586
10530.9,1.04753,0.403303
10531.1,1.04751,0.403198
10531.3,1.0475,0.403111
10531.5,1.04748,0.402911
10531.7,1.04748,0.402945
10531.9,1.04748,0.402912
10532.1,1.04747,0.402858
10532.3,1.04749,0.403024
10532.5,1.0475,0.403044
10532.7,1.04751,0.403139
10532.9,1.04753,0.403367
10533.1,1.04754,0.403405
10533.3,1.04756,0.403584
10533.5,1.04758,0.40377
10533.7,1.04758,0.403774
10533.9,1.0476,0.403945
10534.1,1.04761,0.403997
10534.3,1.0476,0.403929
10534.5,1.04761,0.404014
10534.7,1.0476,0.403894
10534.9,1.04758,0.40376
10535.1,1.04758,0.40373
10535.3,1.04755,0.403475
10535.5,1.04753,0.403322
10535.7,1.04751,0.403203
10535.9,1.04748,0.402907
10536.1,1.04747,0.402806
10536.3,1.04745,0.402661
10536.5,1.04742,0.402435
10536.7,1.04742,0.402441
10536.9,1.04741,0.402334
10537.1,1.0474,0.402262
10537.3,1.04742,0.402383
10537.5,1.04741,0.402345
10537.7,1.04742,0.40244
10537.9,1.04745,0.40263
10538.1,1.04745,0.40265
10538.3,1.04747,0.402854
10538.5,1.04749,0.403023
10538.7,1.0475,0.403057
10538.9,1.04752,0.403274
10539.1,1.04753,0.403333
10539.3,1.04753,0.40333
10539.5,1.04755,0.40346
10539.7,1.04753,0.403362
10539.9,1.04753,0.4033
10540.1,1.04753,0.403292
10540.3,1.0475,0.403057
10540.5,1.04748,0.402954
10540.7,1.04747,0.402822
10540.9,1.04743,0.402532
10541.1,1.04742,0.402439
10541.3,1.0474,0.402243
10541.5,1.04737,0.402009
10541.7,1.04737,0.401983
10541.9,1.04735,0.401807
10542.1,1.04734,0.401718
10542.3,1.04734,0.401784
10542.5,1.04733,0.40169
10542.7,1.04734,0.401776
10542.9,1.04736,0.401911
10543.1,1.04736,0.401911
10543.3,1.04738,0.402125
10543.5,1.0474,0.402263
10543.7,1.04741,0.402323
10543.9,1.04744,0.402566
10544.1,1.04745,0.402626
10544.3,1.04745,0.402686
10544.5,1.04747,0.402851
10544.7,1.04746,0.402781
10544.9,1.04747,0.402794
10545.1,1.04747,0.402809
10545.3,1.04744,0.402611
10545.5,1.04744,0.402565
10545.7,1.04742,0.402424
10545.9,1.04739,0.402162
10546.1,1.04738,0.402084
10546.3,1.04735,0.401851
10546.5,1.04732,0.401624
10546.7,1.04732,0.401565
10546.9,1.04729,0.401333
10547.1,1.04728,0.401232
10547.3,1.04728,0.401234
10547.5,1.04726,0.401089
10547.7,1.04727,0.401156
10547.9,1.04728,0.401222
10548.1,1.04727,0.401199
10548.3,1.0473,0.401405
10548.5,1.04731,0.401498
10548.7,1.04732,0.401578
10548.9,1.04735,0.40183
10549.1,1.04736,0.401885
10549.3,1.04737,0.402004
10549.5,1.04739,0.402189
10549.7,1.04739,0.40215
10549.9,1.0474,0.402239
10550.1,1.0474,0.402272
10550.3,1.04738,0.402125
10550.5,1.04739,0.402138
10550.7,1.04737,0.402001
10550.9,1.04734,0.401785
10551.1,1.04734,0.401726
10551.3,1.04731,0.401472
10551.5,1.04728,0.401268
10551.7,1.04727,0.40118
10551.9,1.04724,0.400907
10552.1,1.04723,0.400801
10552.3,1.04722,0.400735
10552.5,1.04719,0.400546
10552.7,1.0472,0.400589
10552.9,1.0472,0.40058
10553.1,1.04719,0.400533
10553.3,1.04721,0.400711
10553.5,1.04722,0.400749
10553.7,1.04723,0.400841
10553.9,1.04726,0.401078
10554.1,1.04726,0.401122
10554.3,1.04728,0.401288
10554.5,1.04731,0.401477
10554.7,1.04731,0.401471
10554.9,1.04732,0.401626
10555.1,1.04733,0.401676
10555.3,1.04732,0.40159
10555.5,1.04733,0.40166
10555.7,1.04731,0.401537
10555.9,1.0473,0.401382
10556.1,1.04729,0.401347
10556.3,1.04726,0.40109
10556.5,1.04724,0.400924
10556.7,1.04723,0.400811
10556.9,1.04719,0.400517
10557.1,1.04718,0.400413
10557.3,1.04716,0.400284
10557.5,1.04714,0.400064
10557.7,1.04714,0.400078
10557.9,1.04713,0.39999
10558.1,1.04712,0.399922
10558.3,1.04714,0.400056
10558.5,1.04713,0.400035
10558.7,1.04714,0.400131
10558.9,1.04717,0.400331
10559.1,1.04717,0.400356
10559.3,1.0472,0.400556
10559.5,1.04722,0.400732
10559.7,1.04722,0.400759
10559.9,1.04724,0.400965
10560.1,1.04725,0.401023
10560.3,1.04725,0.401005
10560.5,1.04726,0.401126
10560.7,1.04725,0.401023
10560.9,1.04724,0.400943
10561.1,1.04724,0.400932
10561.3,1.04721,0.400691
10561.5,1.0472,0.400577
10561.7,1.04718,0.400446
10561.9,1.04715,0.400153
10562.1,1.04714,0.400058
10562.3,1.04711,0.399873
10562.5,1.04709,0.399639
10562.7,1.04708,0.399618
10562.9,1.04706,0.399456
10563.1,1.04705,0.39937
10563.3,1.04706,0.399448
10563.5,1.04705,0.399365
10563.7,1.04706,0.399451
10563.9,1.04708,0.399599
10564.1,1.04708,0.399604
10564.3,1.04711,0.399817
10564.5,1.04712,0.399963
10564.7,1.04713,0.400019
10564.9,1.04716,0.400258
10565.1,1.04717,0.400318
10565.3,1.04717,0.40037
10565.5,1.04719,0.400529
10565.7,1.04718,0.400454
